,Hour,Minute,PM25,PM10,Temp,RH
880,9,45,118,203,23.3,61
881,10,0,118,203,23,56
882,10,15,118,203,21.6,52
883,10,30,118,203,20.5,49
884,10,45,73,133,19.6,48
885,11,0,73,133,20.7,47
886,11,15,73,133,22.1,45
887,11,30,73,133,22.3,44
888,11,45,70,124,22.5,43
889,12,0,70,124,22.6,40
890,12,15,70,124,23.9,38
891,12,30,70,124,26,37
892,12,45,54,104,27.3,36
893,13,0,54,104,28.2,34
894,13,15,54,104,28.8,34
895,13,30,54,104,29.1,33
896,13,45,48,98,29.1,33
897,14,0,48,98,29.2,31
898,14,15,48,98,29.2,31
899,14,30,48,98,28.5,31
900,14,45,43,85,25.2,29
901,15,0,43,85,22.9,28
902,15,15,43,85,22.1,28
903,15,30,43,85,21.7,27
904,15,45,44,81,21.9,27
905,16,0,44,81,22.1,27
906,16,15,44,81,22.5,28
907,16,30,44,81,22.1,28
908,16,45,43,84,22.3,29
909,17,0,43,84,22.4,30
910,17,15,43,84,22.5,31
911,17,30,43,84,22.6,32
912,17,45,50,128,22.7,33
913,18,0,50,128,22.9,33
914,18,15,50,128,22.9,35
915,18,30,50,128,23.6,37
916,18,45,66,151,25.6,38
917,19,0,66,151,26.8,38
918,19,15,66,151,27.6,39
919,19,30,66,151,28.2,39
920,19,45,74,177,28.6,40
921,20,0,74,177,28.8,40
922,20,15,74,177,28.9,40
923,20,30,74,177,29.1,41
924,20,45,76,172,29.2,42
925,21,0,76,172,29.1,44
926,21,15,76,172,29.2,46
927,21,30,76,172,29.1,48
928,21,45,72,147,29.1,51
929,22,0,72,147,29,54
930,22,15,72,147,29,55
931,22,30,72,147,28.7,56
932,22,45,75,139,25.2,56
933,23,0,75,139,22.2,58
934,23,15,75,139,22.2,60
935,23,30,75,139,22.8,63
936,23,45,72,118,23.1,65
937,0,0,72,118,23.2,67
938,0,15,72,118,23.2,68
939,0,30,72,118,23.3,69
940,0,45,65,105,23.4,70
941,1,0,65,105,23.4,70
942,1,15,65,105,23.3,71
943,1,30,65,105,23.3,72
944,1,45,62,98,23.4,73
945,2,0,62,98,23.3,74
946,2,15,62,98,23.3,75
947,2,30,62,98,23.6,77
948,2,45,65,86,25.5,79
949,3,0,65,86,27.1,80
950,3,15,65,86,27.9,81
951,3,30,65,86,28.5,83
952,3,45,55,79,28.8,84
953,4,0,55,79,29,85
954,4,15,55,79,29.2,86
955,4,30,55,79,29,87
956,4,45,63,76,29,86
957,5,0,63,76,29,86
958,5,15,63,76,29.1,85
959,5,30,63,76,29,84
960,5,45,57,86,28.8,84
961,6,0,57,86,28.9,86
962,6,15,57,86,29.1,87
963,6,30,57,86,28.9,87
964,6,45,81,108,26,87
965,7,0,81,108,23.6,88
966,7,15,81,108,23.2,86
967,7,30,81,108,23.1,86
968,7,45,103,141,23.1,85
969,8,0,103,141,23.1,84
970,8,15,103,141,23.2,81
971,8,30,103,141,23.1,78
972,8,45,98,159,23,75
973,9,0,98,159,23.1,72
974,9,15,98,159,23.3,68
975,9,30,98,159,23.1,65
976,9,45,87,156,23.2,61
977,10,0,87,156,23,57
978,10,15,87,156,22.9,53
979,10,30,87,156,23,50
980,10,45,80,146,24.8,46
981,11,0,80,146,26.3,46
982,11,15,80,146,25.9,44
983,11,30,80,146,23.2,45
984,11,45,60,118,22.1,43
985,12,0,60,118,22.3,43
986,12,15,60,118,22.5,40
987,12,30,60,118,22.6,34
988,12,45,53,116,22.6,32
989,13,0,53,116,22.7,32
990,13,15,53,116,22.6,30
991,13,30,53,116,22.5,28
992,13,45,39,78,22.3,28
993,14,0,39,78,22.5,28
994,14,15,39,78,22.4,27
995,14,30,39,78,22.1,24
996,14,45,33,71,22.1,25
997,15,0,33,71,22.3,24
998,15,15,33,71,21.8,24
999,15,30,33,71,21.6,23
1000,15,45,24,58,22,23
1001,16,0,24,58,22.3,22
1002,16,15,24,58,21.9,23
1003,16,30,24,58,22.1,24
1004,16,45,27,100,22.5,25
1005,17,0,27,100,22.5,26
1006,17,15,27,100,22.7,26
1007,17,30,27,100,23,28
1008,17,45,30,94,23,31
1009,18,0,30,94,23.2,36
1010,18,15,30,94,23.4,38
1011,18,30,30,94,23.5,40
1012,18,45,63,190,23.4,40
1013,19,0,63,190,23.5,41
1014,19,15,63,190,23.5,39
1015,19,30,63,190,23.4,41
1016,19,45,80,197,23.3,44
1017,20,0,80,197,23.3,45
1018,20,15,80,197,23.3,46
1019,20,30,80,197,23.3,46
1020,20,45,72,167,23.3,46
1021,21,0,72,167,23.3,50
1022,21,15,72,167,23.3,53
1023,21,30,72,167,23.3,55
1024,21,45,70,142,23.4,57
1025,22,0,70,142,23.4,59
1026,22,15,70,142,23.4,60
1027,22,30,70,142,23.4,62
1028,22,45,76,134,23.4,62
1029,23,0,76,134,23.5,64
1030,23,15,76,134,23.4,65
1031,23,30,76,134,23.5,66
1032,23,45,80,118,23.6,67
1033,0,0,80,118,23.5,68
1034,0,15,80,118,23.5,68
1035,0,30,80,118,23.7,70
1036,0,45,77,116,23.7,71
1037,1,0,77,116,23.6,73
1038,1,15,77,116,23.6,75
1039,1,30,77,116,23.6,77
1040,1,45,82,116,23.6,78
1041,2,0,82,116,23.4,79
1042,2,15,82,116,23.4,80
1043,2,30,82,116,23.4,81
1044,2,45,83,116,23.5,82
1045,3,0,83,116,23.5,82
1046,3,15,83,116,23.6,83
1047,3,30,83,116,23.7,83
1048,3,45,87,123,23.8,84
1049,4,0,87,123,23.7,85
1050,4,15,87,123,23.7,86
1051,4,30,87,123,23.8,88
1052,4,45,94,121,23.7,88
1053,5,0,94,121,23.6,88
1054,5,15,94,121,23.7,88
1055,5,30,94,121,23.7,88
1056,5,45,86,115,23.8,88
1057,6,0,86,115,23.6,88
1058,6,15,86,115,23.6,87
1059,6,30,86,115,23.7,87
1060,6,45,100,135,23.7,87
1061,7,0,100,135,23.5,87
1062,7,15,100,135,23.4,87
1063,7,30,100,135,23.4,86
1064,7,45,104,150,23.4,85
1065,8,0,104,150,23.3,84
1066,8,15,104,150,23.2,80
1067,8,30,104,150,23.2,79
1068,8,45,121,176,23.3,76
1069,9,0,121,176,23.4,72
1070,9,15,121,176,23.4,65
1071,9,30,121,176,23.4,58
1072,9,45,100,160,23.2,52
1073,10,0,100,160,23.3,52
1074,10,15,100,160,23.4,51
1075,10,30,100,160,23.3,50
1076,10,45,78,128,23.1,50
1077,11,0,78,128,23.1,49
1078,11,15,78,128,23.1,48
1079,11,30,78,128,23,45
1080,11,45,80,137,22.7,42
1081,12,0,80,137,22.7,41
1082,12,15,80,137,22.3,39
1083,12,30,80,137,22.2,38
1084,12,45,56,103,22.6,37
1085,13,0,56,103,22.9,36
1086,13,15,56,103,22.8,34
1087,13,30,56,103,22.6,33
1088,13,45,46,85,22.5,33
1089,14,0,46,85,22.9,32
1090,14,15,46,85,22.9,32
1091,14,30,46,85,22.8,32
1092,14,45,36,82,22.7,31
1093,15,0,36,82,22.9,32
1094,15,15,36,82,22.9,31
1095,15,30,36,82,22.8,32
1096,15,45,49,79,22.9,31
1097,16,0,49,79,23,32
1098,16,15,49,79,23.2,32
1099,16,30,49,79,23.2,32
1100,16,45,50,94,23.1,32
1101,17,0,50,94,23.2,32
1102,17,15,50,94,23.4,32
1103,17,30,50,94,23.4,34
1104,17,45,45,106,23.4,36
1105,18,0,45,106,23.4,38
1106,18,15,45,106,23.6,39
1107,18,30,45,106,23.6,40
1108,18,45,70,186,23.5,40
1109,19,0,70,186,23.6,40
1110,19,15,70,186,23.6,40
1111,19,30,70,186,23.7,41
1112,19,45,75,189,23.6,42
1113,20,0,75,189,23.7,42
1114,20,15,75,189,23.5,42
1115,20,30,75,189,23.6,49
1116,20,45,88,185,23.5,56
1117,21,0,88,185,23.5,58
1118,21,15,88,185,23.5,59
1119,21,30,88,185,23.6,60
1120,21,45,74,141,23.6,61
1121,22,0,74,141,23.5,62
1122,22,15,74,141,23.6,63
1123,22,30,74,141,23.6,64
1124,22,45,67,118,23.7,65
1125,23,0,67,118,23.6,66
1126,23,15,67,118,23.5,67
1127,23,30,67,118,23.6,68
1128,23,45,66,108,23.6,70
1129,0,0,66,108,23.5,71
1130,0,15,66,108,23.4,72
1131,0,30,66,108,23.4,73
1132,0,45,52,82,23.5,74
1133,1,0,52,82,23.4,74
1134,1,15,52,82,23.3,75
1135,1,30,52,82,23.3,75
1136,1,45,57,84,23.3,76
1137,2,0,57,84,23.4,76
1138,2,15,57,84,23.3,77
1139,2,30,57,84,23.4,78
1140,2,45,43,75,23.3,78
1141,3,0,43,75,23.2,79
1142,3,15,43,75,23.2,80
1143,3,30,43,75,23.4,82
1144,3,45,51,83,23.4,83
1145,4,0,51,83,23.3,82
1146,4,15,51,83,23.2,82
1147,4,30,51,83,23.3,83
1148,4,45,46,74,23.3,83
1149,5,0,46,74,23.3,83
1150,5,15,46,74,23.2,83
1151,5,30,46,74,23.4,83
1152,5,45,52,77,23.3,83
1153,6,0,52,77,23.2,84
1154,6,15,52,77,23.2,84
1155,6,30,52,77,23.3,84
1156,6,45,64,95,23.4,84
1157,7,0,64,95,23.5,84
1158,7,15,64,95,23.6,85
1159,7,30,64,95,23.5,84
1160,7,45,93,139,23.4,83
1161,8,0,93,139,23.4,80
1162,8,15,93,139,23.3,79
1163,8,30,93,139,23.3,77
1164,8,45,105,161,23.1,74
1165,9,0,105,161,23.2,69
1166,9,15,105,161,23.2,66
1167,9,30,105,161,23.3,61
1168,9,45,87,156,23.4,57
1169,10,0,87,156,23.5,54
1170,10,15,87,156,23.6,53
1171,10,30,87,156,23.5,48
1172,10,45,103,169,23.3,47
1173,11,0,103,169,23.4,45
1174,11,15,103,169,23.4,43
1175,11,30,103,169,23.3,43
1176,11,45,64,119,23.2,41
1177,12,0,64,119,23.1,39
1178,12,15,64,119,23.2,33
1179,12,30,64,119,23.3,29
1180,12,45,29,74,23.2,27
1181,13,0,29,74,23.2,27
1182,13,15,29,74,23.2,28
1183,13,30,29,74,23,26
1184,13,45,36,63,22.6,24
1185,14,0,36,63,22.6,22
1186,14,15,36,63,22.6,23
1187,14,30,36,63,22.7,24
1188,14,45,28,54,22.6,24
1189,15,0,28,54,22.8,23
1190,15,15,28,54,22.8,23
1191,15,30,28,54,22.7,24
1192,15,45,29,57,22.9,25
1193,16,0,29,57,23,25
1194,16,15,29,57,22.9,25
1195,16,30,29,57,23,24
1196,16,45,39,69,23,25
1197,17,0,39,69,23.2,26
1198,17,15,39,69,23.4,28
1199,17,30,39,69,23.4,29
1200,17,45,41,91,23.5,32
1201,18,0,41,91,23.7,33
1202,18,15,41,91,23.8,34
1203,18,30,41,91,23.8,37
1204,18,45,59,171,23.8,38
1205,19,0,59,171,23.8,40
1206,19,15,59,171,23.9,42
1207,19,30,59,171,23.9,43
1208,19,45,55,139,23.7,43
1209,20,0,55,139,23.8,44
1210,20,15,55,139,23.8,43
1211,20,30,55,139,23.8,44
1212,20,45,59,133,23.8,44
1213,21,0,59,133,23.8,46
1214,21,15,59,133,23.7,48
1215,21,30,59,133,23.7,51
1216,21,45,66,144,23.8,56
1217,22,0,66,144,23.7,60
1218,22,15,66,144,23.7,61
1219,22,30,66,144,23.7,61
1220,22,45,53,111,23.7,62
1221,23,0,53,111,23.7,62
1222,23,15,53,111,23.5,63
1223,23,30,53,111,23.5,64
1224,23,45,64,107,23.5,64
1225,0,0,64,107,23.5,65
1226,0,15,64,107,23.4,65
1227,0,30,64,107,23.4,65
1228,0,45,58,98,23.4,66
1229,1,0,58,98,23.5,66
1230,1,15,58,98,23.5,66
1231,1,30,58,98,23.4,67
1232,1,45,63,108,23.3,69
1233,2,0,63,108,23.3,73
1234,2,15,63,108,23.5,77
1235,2,30,63,108,23.4,80
1236,2,45,63,92,23.4,82
1237,3,0,63,92,23.3,82
1238,3,15,63,92,23.3,83
1239,3,30,63,92,23.4,83
1240,3,45,58,87,23.5,84
1241,4,0,58,87,23.4,84
1242,4,15,58,87,23.4,84
1243,4,30,58,87,23.4,83
1244,4,45,68,100,23.5,83
1245,5,0,68,100,23.4,83
1246,5,15,68,100,23.4,83
1247,5,30,68,100,23.5,84
1248,5,45,97,131,23.6,84
1249,6,0,97,131,23.4,84
1250,6,15,97,131,23.5,84
1251,6,30,97,131,23.5,84
1252,6,45,161,203,23.5,85
1253,7,0,161,203,23.5,86
1254,7,15,161,203,23.4,86
1255,7,30,161,203,23.4,86
1256,7,45,191,250,23.4,86
1257,8,0,191,250,23.5,86
1258,8,15,191,250,23.5,84
1259,8,30,191,250,23.5,81
1260,8,45,146,213,23.4,77
1261,9,0,146,213,23.3,78
1262,9,15,146,213,23.4,76
1263,9,30,146,213,23.4,75
1264,9,45,101,160,23.4,72
1265,10,0,101,160,23.5,71
1266,10,15,101,160,23.5,68
1267,10,30,101,160,23.6,64
1268,10,45,92,144,23.5,61
1269,11,0,92,144,23.4,59
1270,11,15,92,144,23.4,56
1271,11,30,92,144,23.4,52
1272,11,45,68,122,23.3,50
1273,12,0,68,122,23.4,47
1274,12,15,68,122,23.5,45
1275,12,30,68,122,23.3,42
1276,12,45,46,89,23.3,38
1277,13,0,46,89,23.4,36
1278,13,15,46,89,23.4,35
1279,13,30,46,89,23.3,34
1280,13,45,36,69,23.1,33
1281,14,0,36,69,23.2,32
1282,14,15,36,69,23.1,31
1283,14,30,36,69,23.1,31
1284,14,45,36,65,22.6,30
1285,15,0,36,65,22.7,30
1286,15,15,36,65,22.1,30
1287,15,30,36,65,22.3,29
1288,15,45,37,75,22.4,29
1289,16,0,37,75,23,28
1290,16,15,37,75,23,28
1291,16,30,37,75,23,28
1292,16,45,36,99,23.1,28
1293,17,0,36,99,23.3,28
1294,17,15,36,99,23.5,29
1295,17,30,36,99,23.6,30
1296,17,45,50,108,23.6,31
1297,18,0,50,108,23.7,32
1298,18,15,50,108,23.8,32
1299,18,30,50,108,23.9,34
1300,18,45,70,169,23.9,34
1301,19,0,70,169,23.9,36
1302,19,15,70,169,24,37
1303,19,30,70,169,24,38
1304,19,45,84,213,24,38
1305,20,0,84,213,23.8,35
1306,20,15,84,213,23.8,34
1307,20,45,106,204,23.9,40
1308,21,0,106,204,23.9,46
1309,21,30,106,204,23.8,54
1310,21,45,106,204,23.9,56
1311,22,15,88,158,23.7,58
1312,22,30,88,158,23.7,58
1313,22,45,88,158,23.7,58
1314,23,0,65,110,23.6,59
1315,23,15,65,110,23.5,60
1316,23,30,65,110,23.5,60
1317,23,45,65,110,23.5,61
1318,0,0,63,99,23.5,60
1319,0,15,63,99,23.9,56
1320,0,30,63,99,24.3,53
1321,0,45,63,99,23.8,52
1322,1,0,51,80,23.6,52
1323,1,15,51,80,23.4,52
1324,1,30,51,80,23.3,54
1325,1,45,51,80,23.2,54
1326,2,0,42,75,23.4,55
1327,2,15,42,75,23.5,57
1328,2,30,42,75,23.4,60
1329,2,45,42,75,23.3,62
1330,3,0,49,78,23.3,62
1331,3,15,49,78,23.2,64
1332,3,30,49,78,23.3,66
1333,3,45,49,78,23.1,65
1334,4,15,54,87,23.2,59
1335,4,30,54,87,23.4,62
1336,4,45,54,87,23.4,68
1337,5,0,54,79,23.3,71
1338,5,15,54,79,23.2,71
1339,5,30,54,79,23.3,70
1340,5,45,54,79,23.3,67
1341,6,0,93,149,23.3,64
1342,6,15,93,149,23.3,57
1343,6,30,93,149,23.3,56
1344,6,45,93,149,23.3,55
1345,7,0,90,136,23.5,51
1346,7,15,90,136,23.7,49
1347,7,30,90,136,23.7,47
1348,7,45,90,136,23.6,41
1349,8,0,98,177,23.7,38
1350,8,15,98,177,23.7,37
1351,8,30,98,177,23.4,36
1352,8,45,98,177,23.3,35
1353,9,15,64,116,23.2,32
1354,9,30,64,116,23.2,31
1355,9,45,64,116,23.4,29
1356,10,0,48,95,23.4,27
1357,10,15,48,95,23.5,26
1358,10,30,48,95,23.7,25
1359,10,45,48,95,23.8,26
1360,11,15,33,69,23.7,20
1361,11,30,33,69,23.5,20
1362,11,45,33,69,23.2,20
1363,12,15,20,52,22.3,19
1364,12,30,20,52,21.4,20
1365,12,45,20,52,21.7,21
1366,13,15,24,52,21.9,19
1367,13,30,24,52,21.7,20
1368,13,45,24,52,21.3,19
1369,14,0,18,48,21.5,19
1370,14,15,18,48,21.8,18
1371,14,30,18,48,21.6,18
1372,14,45,18,48,21,18
1373,15,15,20,47,21.5,17
1374,15,30,20,47,21.2,17
1375,15,45,20,47,21,18
1376,16,0,20,38,21.4,18
1377,16,15,20,38,21.5,17
1378,16,30,20,38,21,17
1379,16,45,20,38,21.4,20
1380,17,0,20,43,21.9,21
1381,17,15,20,43,21.9,21
1382,17,30,20,43,21.9,22
1383,17,45,20,43,22.1,22
1384,18,0,34,67,22.4,23
1385,18,15,34,67,22.4,24
1386,18,30,34,67,22.5,26
1387,18,45,34,67,22.7,28
1388,19,0,40,109,23,29
1389,19,15,40,109,23,30
1390,19,30,40,109,23,32
1391,19,45,40,109,23.1,33
1392,20,0,53,115,23.2,35
1393,20,15,53,115,23.2,38
1394,20,30,53,115,23.1,41
1395,20,45,53,115,23.1,44
1396,21,0,55,97,23.2,47
1397,21,15,55,97,23.1,48
1398,21,30,55,97,23.8,48
1399,21,45,55,97,25.7,48
1400,22,15,54,98,22.2,49
1401,22,30,54,98,22.5,51
1402,22,45,54,98,23.1,53
1403,23,0,47,90,23.2,55
1404,23,15,47,90,23.3,57
1405,23,30,47,90,23.3,59
1406,23,45,47,90,23.3,60
1407,0,0,59,87,23.5,61
1408,0,15,59,87,23.4,62
1409,0,30,59,87,23.4,63
1410,0,45,59,87,23.4,64
1411,1,0,62,84,23.5,66
1412,1,15,62,84,23.5,68
1413,1,30,62,84,23.5,69
1414,1,45,62,84,23.4,70
1415,2,0,69,95,23.5,70
1416,2,15,69,95,23.5,71
1417,2,30,69,95,23.5,70
1418,2,45,69,95,23.5,68
1419,3,15,73,89,23.4,67
1420,3,30,73,89,23.5,67
1421,3,45,73,89,23.5,67
1422,4,0,68,93,23.4,66
1423,4,15,68,93,23.5,66
1424,4,30,68,93,23.6,66
1425,4,45,68,93,23.6,66
1426,5,0,75,98,23.4,66
1427,5,15,75,98,23.4,67
1428,5,30,75,98,23.5,68
1429,5,45,75,98,23.5,70
1430,6,15,80,113,23.3,70
1431,6,30,80,113,23.5,71
1432,6,45,80,113,23.4,71
1433,7,0,84,130,23.6,71
1434,7,15,84,130,23.6,71
1435,7,30,84,130,23.6,69
1436,7,45,84,130,23.5,66
1437,8,0,110,172,23.6,62
1438,8,15,110,172,23.5,59
1439,8,30,110,172,23.5,57
1440,8,45,110,172,23.4,54
1441,9,0,98,152,23.4,52
1442,9,15,98,152,23.5,49
1443,9,30,98,152,23.5,48
1444,9,45,98,152,23.6,45
1445,10,0,74,137,23.5,43
1446,10,15,74,137,23.2,42
1447,10,45,63,109,22.9,42
1448,11,0,63,109,23.2,40
1449,11,15,63,109,23.1,39
1450,11,30,63,109,22.8,38
1451,11,45,56,96,22.4,37
1452,12,0,56,96,22.8,34
1453,12,15,56,96,22.5,33
1454,12,30,56,96,22.7,32
1455,12,45,49,82,22.1,32
1456,13,0,49,82,22.7,30
1457,13,15,49,82,23.7,30
1458,13,30,49,82,26.2,30
1459,13,45,42,81,27.3,30
1460,14,0,42,81,28,28
1461,14,15,42,81,28.7,28
1462,14,30,42,81,29,28
1463,14,45,45,77,29.1,28
1464,15,0,45,77,29.1,26
1465,15,15,45,77,29,26
1466,15,30,45,77,29,27
1467,15,45,45,75,29.1,27
1468,16,0,45,75,29.3,26
1469,16,15,45,75,29.2,26
1470,16,30,45,75,29.2,27
1471,16,45,48,88,29.1,28
1472,17,0,48,88,29,27
1473,17,15,48,88,28.7,28
1474,17,30,48,88,25.8,30
1475,17,45,55,107,23.1,30
1476,18,0,55,107,22.3,32
1477,18,15,55,107,22.5,33
1478,18,30,55,107,22.2,33
1479,18,45,71,150,22.3,35
1480,19,0,71,150,22.6,36
1481,19,15,71,150,22.5,37
1482,19,30,71,150,22.5,39
1483,19,45,88,189,22.5,42
1484,20,0,88,189,22.7,45
1485,20,15,88,189,22.7,47
1486,20,30,88,189,22.7,50
1487,20,45,88,156,22.7,54
1488,21,0,88,156,22.9,56
1489,21,15,88,156,23.2,57
1490,21,30,88,156,25.1,58
1491,21,45,75,141,26.8,60
1492,22,0,75,141,27.5,61
1493,22,15,75,141,28,62
1494,22,30,75,141,28.5,62
1495,22,45,69,122,28.7,64
1496,23,0,69,122,28.8,64
1497,23,15,69,122,28.9,66
1498,23,30,69,122,29,67
1499,23,45,68,109,29,68
1500,0,0,68,109,29,72
1501,0,15,68,109,28.9,75
1502,0,30,68,109,28.9,77
1503,0,45,65,97,29,78
1504,1,0,65,97,28.9,80
1505,1,15,65,97,28.6,80
1506,1,30,65,97,25.9,81
1507,1,45,66,91,23.1,81
1508,2,0,66,91,22.9,81
1509,2,15,66,91,23.3,81
1510,2,30,66,91,23.3,81
1511,2,45,69,93,23.4,82
1512,3,0,69,93,23.5,82
1513,3,15,69,93,23.6,82
1514,3,30,69,93,23.7,82
1515,3,45,75,91,23.8,82
1516,4,0,75,91,23.7,82
1517,4,15,75,91,23.8,82
1518,4,30,75,91,23.8,82
1519,4,45,69,93,23.8,82
1520,5,0,69,93,23.6,80
1521,5,15,69,93,23.8,80
1522,5,30,69,93,25.6,81
1523,5,45,76,100,26.9,81
1524,6,0,76,100,27.7,82
1525,6,15,76,100,28.4,82
1526,6,30,76,100,28.8,81
1527,6,45,90,123,28.8,79
1528,7,0,90,123,28.7,79
1529,7,15,90,123,28.6,76
1530,7,30,90,123,28.6,74
1531,7,45,97,152,28.7,70
1532,8,0,97,152,28.6,68
1533,8,15,97,152,28.5,66
1534,8,30,97,152,28.6,63
1535,8,45,100,164,28.6,61
1536,9,0,100,164,28.7,60
1537,9,15,100,164,28.6,59
1538,9,30,100,164,26.5,60
1539,9,45,84,141,23.6,60
1540,10,0,84,141,23.1,57
1541,10,15,84,141,23,55
1542,10,30,84,141,23.1,53
1543,10,45,73,120,23.1,50
1544,11,0,73,120,23.1,48
1545,11,15,73,120,23.2,44
1546,11,30,73,120,23.3,41
1547,11,45,64,105,23.2,40
1548,12,0,64,105,23.3,38
1549,12,15,64,105,23.4,38
1550,12,30,64,105,23.2,38
1551,12,45,53,96,23.1,38
1552,13,0,53,96,23.2,36
1553,13,15,53,96,23.2,34
1554,13,30,53,96,25,33
1555,13,45,49,87,26.6,33
1556,14,0,49,87,27.1,29
1557,14,15,49,87,27.7,26
1558,14,30,49,87,28.3,25
1559,14,45,33,63,28.6,26
1560,15,0,33,63,28.7,26
1561,15,15,33,63,28.7,24
1562,15,30,33,63,28.8,24
1563,15,45,31,65,28.8,24
1564,16,0,31,65,28.9,24
1565,16,15,31,65,28.9,25
1566,16,30,31,65,29,25
1567,16,45,38,70,29,25
1568,17,0,38,70,29.1,26
1569,17,15,38,70,29.1,26
1570,17,30,38,70,27.5,28
1571,17,45,42,97,24.2,28
1572,18,0,42,97,22.3,30
1573,18,15,42,97,22.3,31
1574,18,30,42,97,22.4,32
1575,18,45,53,145,22.5,32
1576,19,0,53,145,22.6,32
1577,19,15,53,145,22.6,33
1578,19,30,53,145,22.6,34
1579,19,45,72,194,22.6,34
1580,20,0,72,194,22.9,35
1581,20,15,72,194,22.9,35
1582,20,30,72,194,22.7,36
1583,20,45,71,160,22.6,40
1584,21,0,71,160,22.8,46
1585,21,15,71,160,23,52
1586,21,30,71,160,24.2,56
1587,21,45,87,159,26.1,58
1588,22,0,87,159,27,60
1589,22,15,87,159,27.7,61
1590,22,30,87,159,28.3,63
1591,22,45,82,121,28.6,64
1592,23,0,82,121,28.7,64
1593,23,15,82,121,28.8,65
1594,23,30,82,121,28.8,68
1595,23,45,81,124,29,71
1596,0,0,81,124,29,73
1597,0,15,81,124,28.9,74
1598,0,30,81,124,28.9,77
1599,0,45,96,135,28.9,82
1600,1,0,96,135,28.8,83
1601,1,15,96,135,28.8,84
1602,1,30,96,135,27.8,84
1603,1,45,95,131,24.1,84
1604,2,0,95,131,22.6,83
1605,2,15,95,131,22.9,82
1606,2,30,95,131,23.2,82
1607,2,45,95,118,23.5,81
1608,3,0,95,118,23.7,80
1609,3,15,95,118,23.9,80
1610,3,30,95,118,24.1,80
1611,3,45,92,115,24.1,79
1612,4,0,92,115,24.1,79
1613,4,15,92,115,24.1,80
1614,4,30,92,115,24.1,80
1615,4,45,87,115,24.2,80
1616,5,0,87,115,24.2,82
1617,5,15,87,115,24.1,84
1618,5,30,87,115,24.9,84
1619,5,45,103,125,26.5,85
1620,6,0,103,125,27.5,85
1621,6,15,103,125,28.1,86
1622,6,30,103,125,28.7,86
1623,6,45,106,146,28.8,87
1624,7,0,106,146,28.7,88
1625,7,15,106,146,28.6,87
1626,7,30,106,146,28.5,86
1627,7,45,121,161,28.5,85
1628,8,0,121,161,28.5,82
1629,8,15,121,161,28.6,79
1630,8,30,121,161,28.6,76
1631,8,45,121,173,28.6,74
1632,9,0,121,173,28.6,72
1633,9,15,121,173,28.6,69
1634,9,30,121,173,27.9,67
1635,9,45,103,147,24.9,64
1636,10,0,103,147,23.4,63
1637,10,15,103,147,23.1,62
1638,10,30,103,147,23.2,60
1639,10,45,92,136,23.3,57
1640,11,0,92,136,23.3,53
1641,11,15,92,136,23.4,48
1642,11,30,92,136,23.4,45
1643,11,45,65,107,23.4,42
1644,12,0,65,107,23.4,39
1645,12,15,65,107,23.6,36
1646,12,30,65,107,23.4,36
1647,12,45,48,85,23.3,35
1648,13,0,48,85,23.4,33
1649,13,15,48,85,23.3,32
1650,13,30,48,85,23.7,32
1651,13,45,44,77,25.6,33
1652,14,0,44,77,26.7,33
1653,14,15,44,77,27.4,33
1654,14,30,44,77,28.1,32
1655,14,45,41,75,28.6,32
1656,15,0,41,75,28.6,34
1657,15,15,41,75,28.7,34
1658,15,30,41,75,28.8,34
1659,15,45,45,72,28.9,35
1660,16,0,45,72,28.7,35
1661,16,15,45,72,28.7,34
1662,16,30,45,72,28.7,32
1663,16,45,52,83,28.8,31
1664,17,0,52,83,28.6,30
1665,17,15,52,83,28.8,31
1666,17,30,52,83,28.5,32
1667,17,45,45,97,25.6,33
1668,18,0,45,97,22.9,34
1669,18,15,45,97,22.1,34
1670,18,30,45,97,22.3,34
1671,18,45,53,128,22.3,34
1672,19,0,53,128,22.6,34
1673,19,15,53,128,22.8,34
1674,19,30,53,128,22.7,36
1675,19,45,50,118,22.6,36
1676,20,0,50,118,22.9,38
1677,20,15,50,118,22.8,42
1678,20,30,50,118,22.7,49
1679,20,45,80,156,22.7,56
1680,21,0,80,156,23,58
1681,21,15,80,156,23.2,60
1682,21,30,80,156,23.3,61
1683,21,45,76,124,25.1,62
1684,22,0,76,124,26.6,62
1685,22,15,76,124,27.3,63
1686,22,30,76,124,28,64
1687,22,45,77,122,28.5,65
1688,23,0,77,122,28.7,66
1689,23,15,77,122,28.8,67
1690,23,30,77,122,28.9,68
1691,23,45,73,115,28.9,69
1692,0,0,73,115,28.8,71
1693,0,15,73,115,28.8,73
1694,0,30,73,115,28.8,74
1695,0,45,75,103,28.8,74
1696,1,0,75,103,28.8,75
1697,1,15,75,103,28.8,76
1698,1,30,75,103,28.5,77
1699,1,45,78,102,25.8,78
1700,2,0,78,102,23.2,78
1701,2,15,78,102,23.1,79
1702,2,30,78,102,23.4,80
1703,2,45,80,102,23.4,82
1704,3,0,80,102,23.6,82
1705,3,15,80,102,23.5,84
1706,3,30,80,102,23.5,84
1707,3,45,77,101,23.5,84
1708,4,0,77,101,23.6,85
1709,4,15,77,101,23.6,86
1710,4,30,77,101,23.5,87
1711,4,45,93,130,23.5,88
1712,5,0,93,130,23.5,88
1713,5,15,93,130,23.5,88
1714,5,30,93,130,23.5,88
